id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
666,urban,4,0.34,35,daylight,foggy,True,False,evening,True,True,1,0.21
667,urban,1,0.86,70,daylight,clear,False,True,evening,True,False,3,0.49
668,rural,1,0.21,60,daylight,rainy,False,False,afternoon,False,True,1,0.34
669,highway,3,0.72,25,dim,clear,True,True,morning,True,True,0,0.28
670,rural,4,0.39,25,dim,clear,True,False,morning,False,True,2,0.12
671,urban,2,0.93,60,dim,clear,True,True,evening,True,True,0,0.54
672,rural,1,0.58,70,dim,clear,True,True,evening,True,False,0,0.45
673,urban,4,0.24,45,dim,foggy,False,False,afternoon,True,False,0,0.12
674,urban,4,0.74,45,daylight,rainy,False,False,evening,True,True,1,0.33
675,urban,2,0.4,25,daylight,rainy,False,True,afternoon,True,True,2,0.17
676,urban,2,0.52,70,dim,foggy,False,True,afternoon,True,True,1,0.42
677,urban,3,0.52,35,night,foggy,True,False,morning,True,True,0,0.45
678,highway,3,0.97,25,dim,clear,False,True,morning,True,False,1,0.3
679,urban,3,0.13,25,dim,rainy,True,False,morning,False,False,0,0.26
680,urban,2,0.12,35,dim,foggy,False,False,afternoon,True,True,2,0.22
681,highway,1,0.13,70,dim,foggy,False,True,afternoon,False,False,0,0.46
682,urban,4,0.71,70,night,foggy,False,True,afternoon,True,False,2,0.77
683,rural,4,0.73,60,night,foggy,False,True,evening,False,True,1,0.78
684,highway,1,0.47,35,dim,rainy,False,True,afternoon,True,True,2,0.21
685,urban,2,0.71,25,night,clear,True,True,afternoon,True,True,3,0.51
686,rural,1,0.29,35,dim,rainy,False,False,evening,True,True,2,0.18
687,rural,2,0.53,60,night,rainy,True,True,afternoon,True,True,0,0.6
688,highway,4,0.83,45,night,clear,False,True,afternoon,True,False,2,0.51
689,highway,4,0.32,60,dim,clear,False,False,morning,True,True,2,0.27
690,highway,3,0.58,25,night,clear,False,False,afternoon,True,False,1,0.3
691,urban,3,0.14,35,night,foggy,True,False,morning,True,True,2,0.31
692,rural,2,0.66,70,dim,foggy,True,True,evening,True,False,3,0.6
693,urban,2,0.79,70,daylight,foggy,True,False,evening,True,False,1,0.55
694,urban,4,0.56,60,night,foggy,True,False,evening,False,True,1,0.66
695,rural,4,0.45,60,dim,foggy,True,True,afternoon,True,True,0,0.35
696,highway,1,0.33,35,night,clear,True,False,evening,False,False,0,0.31
697,rural,4,0.14,60,dim,clear,True,False,afternoon,True,False,1,0.08
698,rural,3,0.72,60,night,clear,True,False,morning,False,True,0,0.57
699,highway,4,0.68,60,night,clear,True,True,afternoon,True,False,1,0.69
700,highway,4,0.98,35,daylight,clear,False,False,afternoon,False,True,0,0.33
701,urban,4,0.53,60,daylight,foggy,False,False,afternoon,False,True,2,0.43
702,highway,4,0.29,35,daylight,rainy,True,False,afternoon,False,False,2,0.13
703,rural,3,0.51,25,night,clear,False,True,afternoon,False,False,0,0.24
704,urban,2,0.85,35,dim,foggy,True,False,morning,False,True,0,0.32
705,urban,4,0.47,35,dim,rainy,True,True,morning,False,True,2,0.3
706,rural,4,0.52,60,daylight,rainy,True,True,afternoon,True,True,1,0.51
707,urban,3,0.45,35,night,clear,True,True,evening,True,True,1,0.34
708,urban,1,0.66,60,night,foggy,False,False,morning,True,True,4,0.88
709,rural,2,0.94,45,daylight,clear,True,True,morning,False,False,1,0.28
710,rural,1,0.16,35,night,clear,False,False,afternoon,False,False,2,0.32
711,highway,1,0.31,45,daylight,clear,True,True,afternoon,False,True,1,0.08
712,rural,4,0.36,60,daylight,clear,False,False,evening,True,False,2,0.26
713,urban,3,0.4,60,dim,clear,False,False,evening,False,True,1,0.3
714,rural,2,0.95,35,daylight,rainy,True,False,morning,True,True,1,0.33
715,highway,3,0.12,60,night,clear,False,False,morning,False,True,0,0.38
716,urban,1,0.56,60,daylight,foggy,False,True,afternoon,False,True,1,0.47
717,rural,3,0.79,60,daylight,rainy,False,False,afternoon,True,False,0,0.67
718,urban,2,0.57,45,night,clear,True,True,morning,True,True,2,0.43
719,urban,1,0.61,60,dim,clear,False,False,evening,False,False,2,0.48
720,urban,4,0.32,70,daylight,rainy,False,True,morning,False,False,0,0.47
721,highway,2,0.82,45,dim,foggy,True,True,morning,False,False,2,0.28
722,highway,2,0.65,25,night,clear,True,True,afternoon,True,True,2,0.34
723,rural,3,0.2,35,night,clear,False,True,afternoon,False,False,1,0.21
724,urban,2,0.8,25,daylight,foggy,False,True,morning,True,True,2,0.33
725,rural,3,0.48,35,daylight,foggy,False,True,afternoon,True,True,2,0.25
726,rural,2,0.32,70,dim,rainy,True,True,evening,True,True,1,0.38
727,highway,1,0.46,25,dim,rainy,False,False,afternoon,False,True,1,0.27
728,rural,3,0.65,70,night,foggy,False,True,evening,True,True,2,0.75
729,highway,3,0.35,35,night,foggy,False,False,morning,False,False,1,0.39
730,rural,4,0.3,70,night,foggy,False,True,afternoon,True,False,1,0.66
731,highway,1,0.17,35,dim,rainy,False,True,evening,False,False,1,0.27
732,rural,2,0.08,35,daylight,rainy,True,True,evening,True,True,1,0.12
733,highway,3,0.75,25,daylight,rainy,False,True,evening,True,True,3,0.45
734,rural,1,0.55,25,daylight,rainy,True,False,evening,False,True,2,0.23
735,highway,4,0.06,70,dim,clear,True,False,evening,True,True,1,0.26
736,highway,3,0.4,60,daylight,clear,False,True,evening,True,True,0,0.34
737,urban,2,0.92,70,dim,clear,True,True,evening,False,False,0,0.47
738,rural,2,0.91,70,dim,foggy,True,True,afternoon,True,False,0,0.63
739,rural,1,0.37,25,night,rainy,True,True,evening,True,False,1,0.42
740,urban,1,0.08,70,daylight,clear,False,False,evening,True,True,1,0.31
741,urban,1,0.38,70,daylight,rainy,False,True,afternoon,False,False,2,0.37
742,rural,1,0.92,25,dim,rainy,False,False,morning,True,True,2,0.33
743,highway,2,0.71,35,night,rainy,False,True,afternoon,False,False,2,0.48
744,rural,2,0.7,60,dim,clear,True,False,morning,False,True,0,0.39
745,rural,3,0.71,35,daylight,foggy,False,True,afternoon,False,False,2,0.27
746,rural,2,0.72,35,daylight,rainy,True,False,morning,True,False,1,0.41
747,urban,1,0.27,45,night,foggy,True,False,afternoon,False,True,1,0.43
748,highway,2,0.76,25,night,rainy,False,True,evening,True,True,0,0.54
749,highway,4,0.54,25,night,clear,False,False,evening,False,True,2,0.26
750,urban,2,0.36,60,daylight,rainy,True,False,evening,True,True,0,0.4
751,urban,2,0.59,45,night,foggy,True,True,morning,True,False,3,0.52
752,highway,1,0.77,25,night,foggy,False,False,morning,True,True,0,0.51
753,urban,2,0.51,25,dim,clear,True,True,afternoon,False,False,1,0.16
754,urban,1,0.53,45,daylight,rainy,False,False,evening,False,False,1,0.33
755,urban,2,0.72,60,dim,rainy,False,True,morning,True,True,2,0.62
756,urban,3,0.68,60,night,foggy,False,True,afternoon,False,True,3,0.87
757,rural,4,0.09,25,daylight,foggy,True,False,evening,False,True,1,0.12
758,urban,2,0.41,35,daylight,foggy,False,True,evening,False,False,0,0.21
759,rural,3,0.42,45,dim,clear,False,True,morning,False,False,2,0.12
760,rural,4,0.86,35,daylight,clear,True,False,afternoon,True,False,2,0.35
761,rural,2,0.17,45,night,foggy,True,True,morning,True,True,2,0.2
762,rural,4,0.6,45,dim,foggy,True,True,morning,False,False,2,0.28
763,urban,4,0.7,25,dim,rainy,False,False,afternoon,False,False,2,0.33
764,highway,2,0.59,35,night,rainy,True,False,evening,True,False,2,0.39
765,rural,1,0.39,25,night,rainy,False,True,evening,False,True,0,0.45
766,urban,4,0.36,70,night,foggy,False,False,morning,True,True,1,0.7
767,highway,1,0.09,70,daylight,clear,True,True,evening,False,True,1,0.28
768,rural,4,0.05,70,dim,foggy,False,True,afternoon,True,False,2,0.33
769,rural,3,0.58,35,night,rainy,True,False,afternoon,True,True,2,0.37
770,urban,3,0.14,35,daylight,clear,False,True,morning,True,False,2,0.06
771,rural,1,0.7,45,night,foggy,False,True,morning,True,False,1,0.43
772,urban,4,0.67,60,daylight,foggy,False,True,evening,True,False,2,0.43
773,urban,1,0.59,35,daylight,foggy,True,True,morning,True,False,2,0.29
774,highway,3,0.08,60,daylight,foggy,True,False,evening,False,True,2,0.32
775,highway,2,0.24,60,daylight,rainy,True,False,evening,True,False,2,0.33
776,urban,3,0.17,60,dim,clear,True,True,afternoon,False,True,0,0.26
777,rural,3,0.46,35,night,foggy,True,True,evening,True,False,2,0.45
778,urban,4,0.82,45,night,foggy,True,True,evening,True,False,0,0.52
779,highway,4,0.75,60,daylight,foggy,False,False,afternoon,True,False,0,0.5
780,rural,2,0.37,35,night,clear,True,False,morning,True,False,2,0.34
781,rural,3,0.72,60,night,rainy,False,True,evening,True,False,3,0.84
782,highway,3,0.16,45,night,foggy,False,False,afternoon,True,True,1,0.3
783,urban,3,0.46,45,dim,foggy,True,True,evening,True,False,0,0.23
784,urban,1,0.63,25,dim,foggy,False,True,morning,True,False,1,0.35
785,urban,1,0.61,70,dim,foggy,False,True,morning,False,False,0,0.52
786,rural,4,0.53,70,night,foggy,True,False,evening,True,False,1,0.64
787,highway,4,0.48,35,night,rainy,False,False,morning,True,True,1,0.4
788,urban,2,0.62,35,night,foggy,True,False,afternoon,False,False,1,0.49
789,rural,3,0.08,70,daylight,foggy,False,True,morning,True,False,0,0.28
790,rural,4,0.51,70,night,clear,False,True,afternoon,True,False,0,0.58
791,rural,4,0.86,25,dim,rainy,False,True,evening,False,True,0,0.26
792,highway,4,0.49,60,night,clear,False,True,evening,False,True,1,0.49
793,rural,1,0.55,45,daylight,rainy,True,False,morning,False,False,2,0.31
794,rural,4,0.06,70,dim,clear,True,False,evening,True,True,1,0.22
795,highway,1,0.08,35,daylight,rainy,False,False,evening,False,True,1,0.18
796,rural,3,0.43,45,dim,foggy,False,True,morning,True,False,1,0.26
797,urban,4,0.66,35,daylight,clear,False,False,afternoon,False,True,0,0.21
798,highway,2,0.57,45,daylight,rainy,False,False,evening,True,False,1,0.42
799,highway,3,0.56,60,daylight,rainy,False,False,morning,True,True,2,0.51
800,urban,1,0.03,25,night,foggy,True,False,morning,False,True,1,0.22
801,highway,3,0.08,45,night,clear,False,True,afternoon,True,False,2,0.3
802,urban,1,0.86,25,night,foggy,True,False,afternoon,False,False,3,0.7
803,rural,1,0.06,70,dim,rainy,True,True,afternoon,False,True,1,0.34
804,rural,3,0.05,25,night,clear,True,True,evening,False,False,2,0.18
805,rural,4,0.55,70,dim,clear,False,False,afternoon,False,True,1,0.33
806,rural,4,0.02,70,daylight,clear,True,False,afternoon,False,False,0,0.19
807,rural,4,0.05,45,dim,clear,True,True,evening,True,True,2,0.04
808,urban,1,0.46,70,dim,clear,True,True,evening,False,False,1,0.27
809,highway,1,0.25,70,dim,clear,False,True,evening,False,False,1,0.24
810,highway,4,0.7,35,night,clear,True,True,morning,False,True,1,0.36
811,rural,1,0.8,60,dim,rainy,True,True,evening,True,True,1,0.5
812,urban,2,0.72,45,daylight,clear,True,True,morning,False,True,2,0.26
813,rural,1,0.89,45,daylight,clear,True,True,evening,False,False,1,0.25
814,rural,1,0.82,70,daylight,foggy,False,True,morning,False,False,1,0.5
815,urban,2,0.51,60,night,foggy,True,True,morning,False,False,2,0.54
816,urban,1,0.55,35,night,foggy,False,False,afternoon,False,True,2,0.57
817,highway,2,0.95,25,night,clear,False,True,evening,True,False,2,0.45
818,highway,4,0.2,60,daylight,clear,False,True,morning,False,True,1,0.22
819,urban,3,0.65,25,night,foggy,False,False,morning,True,False,1,0.6
820,highway,3,0.58,70,daylight,foggy,True,False,morning,True,True,3,0.57
821,urban,3,0.3,45,daylight,rainy,False,False,evening,False,False,1,0.19
822,urban,1,0.46,60,dim,clear,False,True,morning,False,True,1,0.38
823,urban,3,0.12,45,dim,foggy,True,True,afternoon,True,True,2,0.13
824,rural,2,0.38,60,daylight,foggy,False,False,evening,True,False,2,0.42
825,urban,3,0.4,45,dim,rainy,False,False,afternoon,True,True,1,0.27
826,rural,1,0.6,25,night,foggy,False,True,evening,False,False,2,0.45
827,highway,2,0.14,70,night,clear,False,True,afternoon,False,False,1,0.43
828,rural,2,0.49,45,dim,rainy,False,False,afternoon,False,True,1,0.27
829,highway,1,0.13,25,daylight,rainy,False,False,evening,False,True,2,0.21
830,urban,3,0.28,35,night,clear,False,False,morning,False,True,1,0.27
831,highway,2,0.53,25,night,clear,False,True,evening,True,True,0,0.26
832,rural,1,0.15,45,night,foggy,True,True,afternoon,False,False,1,0.35
833,highway,4,0.69,45,night,clear,False,False,morning,False,False,0,0.54
834,highway,4,0.14,35,night,foggy,False,True,afternoon,False,False,0,0.4
835,highway,4,0.68,45,night,clear,True,True,evening,True,False,2,0.27
836,highway,4,0.53,60,dim,rainy,True,True,evening,False,True,2,0.51
837,highway,3,0.88,25,night,rainy,False,False,morning,False,False,3,0.59
838,rural,2,0.99,45,dim,clear,False,False,evening,False,False,0,0.36
839,highway,4,0.75,70,dim,clear,False,False,morning,True,False,1,0.39
840,urban,4,0.21,35,night,rainy,True,False,evening,True,False,0,0.34
841,highway,2,0.04,70,daylight,rainy,False,True,morning,False,False,1,0.31
842,rural,4,0.51,35,dim,foggy,False,False,evening,True,True,1,0.22
843,urban,1,0.46,45,daylight,clear,True,True,morning,True,True,1,0.06
844,urban,3,0.07,35,dim,rainy,True,True,morning,True,False,2,0.07
845,urban,4,0.28,70,dim,foggy,False,False,evening,True,True,1,0.39
846,urban,2,0.87,35,dim,foggy,True,False,morning,False,False,0,0.35
847,highway,4,0.41,25,daylight,rainy,False,True,evening,True,True,1,0.18
848,highway,2,0.14,70,daylight,foggy,True,False,afternoon,True,True,0,0.37
849,rural,1,0.46,60,daylight,foggy,True,False,afternoon,True,False,2,0.51
850,urban,4,0.79,25,daylight,clear,False,False,evening,False,False,0,0.37
851,highway,2,0.4,60,dim,clear,False,False,morning,False,False,2,0.2
852,urban,4,0.56,45,night,clear,False,False,morning,True,True,1,0.42
853,highway,2,0.28,35,night,foggy,False,True,morning,False,True,2,0.49
854,urban,4,0.66,25,night,clear,False,False,evening,False,True,0,0.44
855,highway,2,0.67,70,night,foggy,False,True,evening,True,False,1,0.63
856,highway,4,0.94,25,daylight,foggy,True,False,evening,False,True,4,0.49
857,rural,4,0.52,70,daylight,rainy,False,True,evening,True,True,2,0.47
858,highway,3,0.09,70,dim,foggy,True,False,afternoon,True,True,0,0.23
859,urban,4,0.4,45,dim,rainy,False,True,afternoon,False,True,2,0.21
860,highway,3,0.49,70,daylight,rainy,False,True,morning,False,False,1,0.47
861,highway,1,0.98,25,night,rainy,True,True,afternoon,False,False,5,0.74
862,urban,2,0.15,25,daylight,clear,False,True,morning,True,False,1,0.09
863,urban,4,0.63,70,night,foggy,True,False,evening,False,False,1,0.6
864,urban,4,0.45,25,night,clear,False,False,afternoon,True,False,2,0.2
865,rural,2,0.01,45,daylight,clear,True,True,evening,False,True,1,0.05
866,rural,3,0.52,70,daylight,foggy,True,True,afternoon,False,False,2,0.41
867,urban,2,0.47,45,night,foggy,False,False,evening,True,False,2,0.47
868,highway,1,0.77,60,daylight,foggy,True,True,morning,True,True,0,0.51
869,urban,4,0.64,35,daylight,foggy,True,True,evening,False,False,2,0.37
870,urban,1,0.53,45,dim,foggy,True,False,morning,False,True,1,0.31
871,rural,2,0.68,45,night,rainy,True,True,morning,False,True,0,0.44
872,rural,3,0.01,45,night,clear,True,True,evening,True,False,2,0.24
873,rural,4,0.66,35,night,clear,True,False,afternoon,False,False,0,0.4
874,urban,1,0.67,25,dim,foggy,True,False,afternoon,False,False,1,0.29
875,urban,1,0.81,45,daylight,rainy,False,True,morning,False,False,1,0.35
876,urban,1,0.89,60,dim,foggy,False,True,morning,True,True,2,0.62
877,urban,2,0.35,45,night,clear,False,True,evening,False,False,1,0.37
878,rural,4,0.37,70,dim,foggy,False,True,afternoon,True,True,1,0.47
879,rural,1,0.3,25,daylight,rainy,False,True,afternoon,True,False,2,0.25
880,highway,2,0.81,60,daylight,foggy,False,False,afternoon,True,False,1,0.52
881,highway,1,0.99,45,daylight,clear,False,False,afternoon,False,False,0,0.33
882,urban,3,0.63,60,daylight,clear,True,False,afternoon,True,True,0,0.38
883,highway,2,0.82,25,daylight,clear,False,True,afternoon,False,False,1,0.28
884,rural,1,0.44,25,dim,rainy,False,True,morning,False,True,2,0.26
885,rural,2,0.03,45,daylight,foggy,False,True,morning,True,False,1,0.16
886,urban,1,0.59,45,dim,foggy,False,False,evening,False,True,1,0.26
887,urban,4,0.99,60,daylight,clear,True,True,evening,True,False,1,0.44
888,rural,2,0.66,35,night,rainy,False,True,afternoon,False,True,1,0.48
889,rural,2,0.82,25,night,clear,False,True,evening,False,False,2,0.51
890,highway,3,0.33,45,daylight,foggy,True,True,afternoon,True,False,2,0.21
891,urban,4,0.86,35,dim,clear,False,False,evening,False,False,2,0.3
892,rural,3,0.49,25,night,foggy,True,True,morning,True,False,2,0.43
893,highway,2,0.23,35,night,clear,True,True,morning,False,False,1,0.32
894,rural,2,0.65,70,dim,clear,False,False,morning,True,False,2,0.43
895,rural,4,0.97,35,daylight,rainy,True,False,morning,True,True,2,0.3
896,rural,2,0.05,35,dim,clear,False,True,evening,False,True,1,0.02
897,urban,4,0.65,70,dim,clear,True,True,evening,False,True,0,0.39
898,urban,1,0.16,70,night,foggy,False,True,morning,False,True,2,0.48
899,urban,1,0.59,45,night,rainy,False,True,evening,True,True,3,0.45
900,highway,1,0.71,35,daylight,foggy,False,False,afternoon,False,True,0,0.27
901,rural,3,0.15,70,dim,clear,True,False,afternoon,True,True,1,0.26
902,highway,1,0.38,35,night,foggy,True,True,afternoon,False,False,0,0.34
903,rural,1,0.68,45,daylight,rainy,True,False,afternoon,False,False,0,0.32
904,rural,2,0.73,45,dim,rainy,False,True,afternoon,False,False,2,0.32
905,rural,4,0.01,35,dim,rainy,True,True,afternoon,False,True,2,0.18
906,highway,1,0.66,45,night,rainy,False,True,evening,False,False,3,0.58
907,highway,1,0.9,45,night,clear,True,True,morning,True,False,0,0.49
908,urban,3,0.46,35,night,foggy,True,True,morning,True,True,2,0.38
909,highway,1,0.29,35,dim,rainy,True,True,afternoon,False,True,1,0.21
910,urban,4,0.8,35,night,rainy,False,False,morning,True,True,0,0.48
911,urban,2,0.49,60,daylight,foggy,False,True,evening,True,False,1,0.45
912,rural,1,0.72,35,daylight,foggy,True,False,afternoon,True,False,2,0.29
913,highway,4,0.57,70,night,clear,False,True,evening,True,True,1,0.43
914,highway,2,0.22,60,daylight,rainy,False,False,afternoon,True,True,1,0.3
915,highway,2,0.31,60,daylight,rainy,True,False,afternoon,True,False,1,0.27
916,urban,4,0.36,25,dim,rainy,True,True,evening,True,True,1,0.15
917,urban,4,0.66,35,night,clear,True,True,morning,False,False,0,0.41
918,urban,2,0.13,70,dim,foggy,True,True,evening,False,True,2,0.34
919,highway,4,0.43,70,night,foggy,False,True,evening,False,True,0,0.65
920,urban,2,0.57,70,night,foggy,False,True,evening,False,True,2,0.77
921,urban,3,0.07,25,night,rainy,False,True,evening,False,False,0,0.28
922,highway,3,0.86,25,daylight,foggy,True,True,afternoon,True,True,1,0.46
923,highway,1,0.09,25,dim,foggy,False,False,evening,False,True,1,0.14
924,urban,3,0.31,25,daylight,foggy,True,False,morning,True,False,0,0.07
925,rural,3,0.66,45,night,foggy,False,True,morning,True,True,2,0.54
926,highway,1,0.3,45,dim,foggy,True,False,afternoon,False,False,2,0.17
927,rural,2,0.29,70,daylight,clear,True,True,evening,True,False,2,0.3
928,urban,1,0.86,60,daylight,foggy,True,False,morning,True,False,1,0.53
929,highway,1,0.25,60,daylight,rainy,True,True,morning,True,True,2,0.34
930,rural,2,0.27,45,night,foggy,False,True,evening,True,True,2,0.3
931,highway,1,0.71,70,night,clear,True,True,morning,False,False,3,0.7
932,urban,2,0.1,35,dim,rainy,False,False,evening,False,False,1,0.0
933,highway,1,0.31,25,dim,clear,False,False,evening,True,True,1,0.18
934,urban,3,0.58,25,daylight,rainy,True,False,evening,True,False,2,0.3
935,rural,4,0.41,25,night,rainy,True,False,morning,True,False,1,0.37
936,rural,2,0.84,25,daylight,rainy,False,True,evening,True,True,2,0.39
937,highway,2,0.07,60,night,foggy,False,True,afternoon,True,False,1,0.48
938,highway,1,0.43,35,dim,foggy,True,True,evening,True,True,1,0.25
939,urban,1,0.1,60,dim,foggy,False,True,evening,False,True,1,0.43
940,highway,1,0.9,25,dim,rainy,True,False,morning,False,True,1,0.29
941,rural,4,0.59,35,dim,foggy,False,False,afternoon,False,True,1,0.25
942,highway,2,0.17,45,daylight,clear,True,True,morning,False,False,1,0.06
943,rural,4,0.9,60,night,clear,True,False,morning,True,False,0,0.55
944,highway,2,0.57,70,dim,foggy,False,False,morning,True,False,2,0.52
945,rural,2,0.68,60,daylight,clear,True,True,evening,True,False,1,0.38
946,highway,1,0.38,25,night,clear,False,False,evening,True,True,0,0.25
947,urban,2,0.03,25,night,clear,False,False,afternoon,False,False,0,0.32
948,rural,4,0.42,45,dim,rainy,True,False,afternoon,False,False,1,0.18
949,rural,2,0.86,25,daylight,rainy,True,False,morning,True,False,0,0.36
950,highway,1,0.61,45,daylight,clear,True,True,evening,False,False,0,0.21
951,urban,2,0.88,70,daylight,foggy,False,True,morning,True,False,2,0.55
952,rural,2,0.25,25,daylight,foggy,True,False,morning,True,False,2,0.19
953,highway,3,0.4,70,dim,clear,False,False,afternoon,True,False,1,0.33
954,highway,4,0.56,25,night,clear,False,True,afternoon,False,True,1,0.3
955,highway,1,0.88,45,daylight,foggy,True,False,morning,False,False,1,0.32
956,rural,3,0.79,60,night,rainy,False,True,evening,False,True,1,0.86
957,urban,2,0.62,25,daylight,rainy,True,False,morning,False,True,0,0.24
958,highway,1,0.23,25,dim,clear,True,True,evening,True,True,0,0.11
959,rural,4,0.9,35,dim,clear,True,False,afternoon,False,False,1,0.32
960,highway,4,0.55,35,dim,rainy,True,True,afternoon,True,False,1,0.2
961,rural,2,0.57,45,night,foggy,False,False,morning,True,False,0,0.47
962,highway,1,0.15,45,night,clear,True,True,morning,False,False,2,0.26
963,rural,2,0.45,60,daylight,clear,True,False,afternoon,False,True,0,0.28
964,urban,1,0.72,60,daylight,rainy,False,True,evening,True,True,1,0.47
965,rural,2,0.09,45,dim,foggy,False,False,morning,False,True,1,0.02
966,rural,3,0.05,70,daylight,clear,False,False,afternoon,True,True,0,0.28
967,urban,1,0.01,25,night,foggy,False,False,afternoon,True,False,1,0.33
968,highway,3,0.61,35,daylight,clear,True,True,evening,False,False,0,0.13
969,urban,3,0.73,60,daylight,foggy,True,True,afternoon,False,True,2,0.47
970,highway,2,0.12,60,dim,foggy,False,False,evening,False,False,1,0.3
971,highway,1,0.28,35,night,rainy,True,True,evening,False,True,1,0.39
972,highway,4,0.34,25,daylight,foggy,True,True,evening,False,False,2,0.23
973,urban,3,0.8,25,night,clear,True,False,evening,True,False,1,0.54
974,highway,4,0.74,25,night,clear,True,True,morning,False,False,0,0.42
975,urban,2,0.2,25,dim,foggy,True,True,evening,False,True,1,0.18
976,highway,3,0.53,45,daylight,foggy,True,False,evening,True,True,3,0.29
977,rural,2,0.12,35,daylight,foggy,False,True,morning,True,False,1,0.19
978,highway,3,0.76,70,dim,foggy,False,True,evening,True,False,1,0.53
979,urban,2,0.01,35,daylight,clear,True,False,morning,True,False,2,0.03
980,urban,1,0.69,45,daylight,rainy,False,True,morning,True,True,2,0.29
981,urban,4,0.7,60,dim,rainy,False,True,afternoon,False,False,0,0.43
982,highway,1,0.85,45,daylight,rainy,True,False,morning,False,True,1,0.31
983,urban,2,0.14,70,night,clear,False,False,morning,True,True,0,0.47
984,urban,4,0.83,45,night,foggy,False,False,evening,False,False,2,0.59
985,urban,1,0.63,45,night,clear,False,True,morning,True,False,2,0.36
986,rural,3,0.19,60,daylight,rainy,False,False,afternoon,True,False,0,0.29
987,highway,1,0.16,60,daylight,clear,False,False,evening,False,False,0,0.25
988,rural,4,0.19,45,dim,clear,True,False,morning,True,False,1,0.03
989,urban,4,0.69,70,daylight,clear,True,False,evening,True,False,2,0.45
990,urban,3,0.76,25,daylight,rainy,True,True,morning,True,True,0,0.32
991,rural,3,0.36,60,dim,rainy,False,True,morning,False,True,0,0.39
992,urban,2,0.68,70,night,clear,False,False,morning,True,True,0,0.61
993,urban,1,0.8,35,night,rainy,True,False,evening,True,False,0,0.48
994,highway,3,0.68,70,night,clear,True,False,evening,False,True,0,0.55
995,highway,1,0.54,35,night,foggy,False,True,afternoon,False,True,0,0.59
996,highway,2,0.19,45,dim,clear,False,False,afternoon,True,True,1,0.05
997,highway,4,0.1,70,dim,rainy,True,False,morning,True,True,2,0.35
998,rural,1,0.33,60,daylight,clear,False,False,evening,False,False,0,0.27
999,rural,2,0.19,60,daylight,foggy,False,False,evening,False,False,0,0.33
